time,open,high,low,close,tick_volume,spread,real_volume
2023-02-14 12:00:00,111080.0,111155.0,109870.0,109945.0,39471,5,134369
2023-02-14 13:00:00,109940.0,110125.0,109670.0,109935.0,20355,5,64912
2023-02-14 14:00:00,109930.0,109995.0,109525.0,109725.0,21139,5,73292
2023-02-14 15:00:00,109720.0,110025.0,109645.0,109645.0,18711,5,66799
2023-02-14 16:00:00,109655.0,109800.0,109350.0,109455.0,18681,5,86302
2023-02-14 17:00:00,109455.0,109965.0,109315.0,109650.0,20883,5,99478
2023-02-14 18:00:00,109650.0,109670.0,109320.0,109455.0,12401,5,53363
2023-02-15 09:00:00,109800.0,109920.0,109145.0,109225.0,460026,5,1342942
2023-02-15 10:00:00,109225.0,110365.0,109005.0,109710.0,888059,5,2830032
2023-02-15 11:00:00,109715.0,110850.0,109645.0,110480.0,665904,5,2105667
2023-02-15 12:00:00,110485.0,110980.0,110370.0,110855.0,440705,5,1400191
2023-02-15 13:00:00,110855.0,110915.0,110570.0,110725.0,297352,5,1006715
2023-02-15 14:00:00,110725.0,111430.0,110620.0,111420.0,404769,5,1410519
2023-02-15 15:00:00,111420.0,112050.0,111335.0,111855.0,474021,5,1726604
2023-02-15 16:00:00,111860.0,112100.0,111465.0,111490.0,316143,5,1190832
2023-02-15 17:00:00,111490.0,111535.0,111060.0,111450.0,296666,5,1123195
2023-02-15 18:00:00,111455.0,111645.0,111405.0,111465.0,66922,5,244638
2023-02-16 09:00:00,111540.0,111785.0,110670.0,110760.0,575021,5,1582918
2023-02-16 10:00:00,110760.0,110995.0,110410.0,110985.0,921071,5,2670328
2023-02-16 11:00:00,110985.0,111180.0,110075.0,110300.0,748277,5,2429271
2023-02-16 12:00:00,110300.0,110700.0,110075.0,110495.0,545241,5,1787066
2023-02-16 13:00:00,110500.0,110835.0,110355.0,110585.0,392901,5,1301165
2023-02-16 14:00:00,110585.0,110895.0,110460.0,110825.0,402456,5,1400025
2023-02-16 15:00:00,110830.0,111590.0,110825.0,111410.0,566922,5,2086379
2023-02-16 16:00:00,111415.0,112255.0,111195.0,112090.0,549174,5,2027562
2023-02-16 17:00:00,112085.0,112135.0,111480.0,111770.0,402741,5,1554362
2023-02-16 18:00:00,111770.0,112200.0,111600.0,112185.0,87252,5,362336
2023-02-17 09:00:00,111245.0,111320.0,110940.0,111220.0,138597,0,1403657
2023-02-17 10:00:00,111220.0,111370.0,110690.0,111285.0,220926,5,2477532
2023-02-17 11:00:00,111285.0,111440.0,110675.0,111005.0,210037,5,2589983
2023-02-17 12:00:00,111010.0,111635.0,110980.0,111050.0,180842,5,2180011
2023-02-17 13:00:00,111050.0,111275.0,110930.0,111235.0,108578,5,1228504
2023-02-17 14:00:00,111230.0,111525.0,111175.0,111255.0,109164,5,1261619
2023-02-17 15:00:00,111260.0,111375.0,111040.0,111165.0,94955,5,1078092
2023-02-17 16:00:00,111165.0,111330.0,111085.0,111330.0,73612,5,888388
2023-02-17 17:00:00,111325.0,111385.0,110855.0,110865.0,76304,5,907821
2023-02-17 18:00:00,110860.0,110995.0,110695.0,110695.0,18938,0,210036
